TICKER,SICCD,sic_divisions,sic_detailed
RUSAF,5051,Wholesale Trade,Wholesale Trade - Durable Goods
PT,3663,Manufacturing,Electronic & Other Electrical Equipment
RESM,3842,Manufacturing,Instruments & Related Products
JRBK,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MEDC,3840,Manufacturing,Instruments & Related Products
REXMY,2640,Manufacturing,Paper & Allied Products
SITE,7319,Services,Business Services
OCENY,3860,Manufacturing,Instruments & Related Products
VINF,7370,Services,Business Services
DJT,7011,Services,Hotels & Other Lodging Places
XPLR,1310,Mining,Oil & Gas Extraction
SCKT,7370,Services,Business Services
SBGI,4833,"Transportation, Communications & Utilities",Communications
ARCS,7370,Services,Business Services
SITL,7380,Services,Business Services
NSLB,6030,"Finance, Insurance & Real Estate",Banking
YESS,3940,Manufacturing,Miscellaneous Manufacturing
ORVX,2830,Manufacturing,Chemicals
YANB,6020,"Finance, Insurance & Real Estate",Banking
DLRT,5331,Retail Trade,General Merchandise Stores
AMRD,4830,"Transportation, Communications & Utilities",Communications
TLTN,3660,Manufacturing,Electronic & Other Electrical Equipment
NYNCY,4810,"Transportation, Communications & Utilities",Communications
AFG,3357,Manufacturing,Primary Metal Industries
MAENF,1040,Mining,Metal Mining
PAASF,1040,Mining,Metal Mining
IICR,5080,Wholesale Trade,Wholesale Trade - Durable Goods
SATH,5960,Retail Trade,Miscellaneous Retail
AORI,8090,Services,Health Services
ENVY,7374,Services,Business Services
WCN,4213,"Transportation, Communications & Utilities",Transportation
LECO,3540,Manufacturing,Industrial Machinery & Equipment
LECOA,3540,Manufacturing,Industrial Machinery & Equipment
IMTA,7334,Services,Business Services
CZCH,6552,"Finance, Insurance & Real Estate",Real Estate
EMRL,3550,Manufacturing,Industrial Machinery & Equipment
AVIT,8170,Services,Legal Services
TXCC,3670,Manufacturing,Electronic & Other Electrical Equipment
LOGN,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
WPEC,7350,Services,Business Services
TBRL,5810,Retail Trade,Eating & Drinking Places
DLGX,7370,Services,Business Services
MYSW,7370,Services,Business Services
GG,1041,Mining,Metal Mining
SERO,2830,Manufacturing,Chemicals
GGB,1041,Mining,Metal Mining
WAB,3743,Manufacturing,Transportation Equipment
DHTI,7370,Services,Business Services
CHML,3670,Manufacturing,Electronic & Other Electrical Equipment
EGPT,7370,Services,Business Services
TNM,2731,Manufacturing,Printing & Publishing
VUTK,5060,Wholesale Trade,Wholesale Trade - Durable Goods
FORD,3160,Manufacturing,Leather
INNO,2392,Manufacturing,Apparel
HCC,6351,"Finance, Insurance & Real Estate",Insurance Carriers
BLSI,2830,Manufacturing,Chemicals
ANTR,5960,Retail Trade,Miscellaneous Retail
CHNA,6550,"Finance, Insurance & Real Estate",Real Estate
TIPIF,2750,Manufacturing,Printing & Publishing
OSH,5941,Retail Trade,Miscellaneous Retail
CRMLF,3530,Manufacturing,Industrial Machinery & Equipment
CPCL,3620,Manufacturing,Electronic & Other Electrical Equipment
HNCS,7370,Services,Business Services
HA,4512,"Transportation, Communications & Utilities",Transportation
SPHI,7010,Services,Hotels & Other Lodging Places
INF,4832,"Transportation, Communications & Utilities",Communications
VIDA,3840,Manufacturing,Instruments & Related Products
SSS,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
DISH,5060,Wholesale Trade,Wholesale Trade - Durable Goods
BWAY,3410,Manufacturing,Fabricated Metal Products
WFSB,6035,"Finance, Insurance & Real Estate",Banking
RMA,3531,Manufacturing,Industrial Machinery & Equipment
SPYN,3840,Manufacturing,Instruments & Related Products
MICG,3570,Manufacturing,Industrial Machinery & Equipment
HWYM,4810,"Transportation, Communications & Utilities",Communications
UPET,1380,Mining,Oil & Gas Extraction
PRG,8011,Services,Health Services
SEQU,8730,Services,Engineering & Management Services
TSRG,1311,Mining,Oil & Gas Extraction
NHTC,8200,Services,Educational Services
FWSH,6510,"Finance, Insurance & Real Estate",Real Estate
PCV,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GML,5961,Retail Trade,Miscellaneous Retail
MRET,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
STCCF,4890,"Transportation, Communications & Utilities",Communications
BIOC,2835,Manufacturing,Chemicals
SPYG,7370,Services,Business Services
TMN,6282,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
BRGP,5020,Wholesale Trade,Wholesale Trade - Durable Goods
SOSS,7360,Services,Business Services
RFP,3621,Manufacturing,Electronic & Other Electrical Equipment
HWG,8748,Services,Engineering & Management Services
APRAV,8090,Services,Health Services
NEIB,6030,"Finance, Insurance & Real Estate",Banking
NERAY,3660,Manufacturing,Electronic & Other Electrical Equipment
FTSB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FBBC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ICNI,7810,Services,Motion Pictures
GCS,2711,Manufacturing,Printing & Publishing
MFO,2869,Manufacturing,Chemicals
ININ,3840,Manufacturing,Instruments & Related Products
GSLC,6030,"Finance, Insurance & Real Estate",Banking
BDMI,7370,Services,Business Services
CEE,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ATP,3728,Manufacturing,Transportation Equipment
MRTI,3710,Manufacturing,Transportation Equipment
PRDM,3670,Manufacturing,Electronic & Other Electrical Equipment
COMT,7370,Services,Business Services
SGVB,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
RTTLV,5810,Retail Trade,Eating & Drinking Places
ACRO,3660,Manufacturing,Electronic & Other Electrical Equipment
HET,7011,Services,Hotels & Other Lodging Places
DSLGF,7370,Services,Business Services
ACES,8740,Services,Engineering & Management Services
GUPB,6030,"Finance, Insurance & Real Estate",Banking
SFED,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
LECE,7370,Services,Business Services
HEMT,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
RBPAA,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GTPS,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MTRA,8730,Services,Engineering & Management Services
TNR,8711,Services,Engineering & Management Services
MBLM,4810,"Transportation, Communications & Utilities",Communications
DANB,5800,Retail Trade,Eating & Drinking Places
CFIC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TSFT,7370,Services,Business Services
DRTE,7370,Services,Business Services
MEC,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
GGE,7011,Services,Hotels & Other Lodging Places
INFR,7370,Services,Business Services
AGAM,3970,Manufacturing,Miscellaneous Manufacturing
PVCC,3080,Manufacturing,Rubber & Plastics Products
UCMP,3670,Manufacturing,Electronic & Other Electrical Equipment
SEER,7370,Services,Business Services
RTTL,5810,Retail Trade,Eating & Drinking Places
ABN,2759,Manufacturing,Printing & Publishing
WTS,3494,Manufacturing,Fabricated Metal Products
PRH,7011,Services,Hotels & Other Lodging Places
CKT,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GLAS,7370,Services,Business Services
FMBD,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CGS,1381,Mining,Oil & Gas Extraction
LGTO,7370,Services,Business Services
CAMD,3676,Manufacturing,Electronic & Other Electrical Equipment
JLHC,6510,"Finance, Insurance & Real Estate",Real Estate
CFCX,6020,"Finance, Insurance & Real Estate",Banking
APRA,8090,Services,Health Services
PXN,3663,Manufacturing,Electronic & Other Electrical Equipment
ASR,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FJC,3585,Manufacturing,Industrial Machinery & Equipment
FTF,6022,"Finance, Insurance & Real Estate",Banking
MCCI,4810,"Transportation, Communications & Utilities",Communications
CTC,4813,"Transportation, Communications & Utilities",Communications
FJA,3585,Manufacturing,Industrial Machinery & Equipment
WGHI,6162,"Finance, Insurance & Real Estate",Credit Agencies
FKKY,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
HHC,8051,Services,Health Services
JW,2731,Manufacturing,Printing & Publishing
NFLI,5120,Wholesale Trade,Wholesale Trade - Nondurable Goods
ONTK,3550,Manufacturing,Industrial Machinery & Equipment
HOWT,3570,Manufacturing,Industrial Machinery & Equipment
CCFH,6030,"Finance, Insurance & Real Estate",Banking
JS,2631,Manufacturing,Paper & Allied Products
MTIN,3430,Manufacturing,Fabricated Metal Products
WFR,1731,Construction,Special Trade Contractors
BNCC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TINTA,4840,"Transportation, Communications & Utilities",Communications
FBGA,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SAMC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
DMM,5052,Wholesale Trade,Wholesale Trade - Durable Goods
ALGSF,3310,Manufacturing,Primary Metal Industries
CZF,6282,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
NVDM,7370,Services,Business Services
SELB,7380,Services,Business Services
HABC,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
VDCLF,1040,Mining,Metal Mining
HLRT,5490,Retail Trade,Food Stores
BHIKF,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PIXT,3670,Manufacturing,Electronic & Other Electrical Equipment
EPII,3080,Manufacturing,Rubber & Plastics Products
NCMC,6512,"Finance, Insurance & Real Estate",Real Estate
SOLO,5331,Retail Trade,General Merchandise Stores
PROG,5960,Retail Trade,Miscellaneous Retail
CRON,3530,Manufacturing,Industrial Machinery & Equipment
USHG,2870,Manufacturing,Chemicals
DSWLF,3080,Manufacturing,Rubber & Plastics Products
PBYP,5090,Wholesale Trade,Wholesale Trade - Durable Goods
BTF,5112,Wholesale Trade,Wholesale Trade - Nondurable Goods
CDSI,8742,Services,Engineering & Management Services
RRR,3661,Manufacturing,Electronic & Other Electrical Equipment
EXGN,3840,Manufacturing,Instruments & Related Products
TK,1311,Mining,Oil & Gas Extraction
ROCF,6150,"Finance, Insurance & Real Estate",Credit Agencies
VMEI,7380,Services,Business Services
IMTKA,7334,Services,Business Services
MNBK,6020,"Finance, Insurance & Real Estate",Banking
MEMO,3650,Manufacturing,Electronic & Other Electrical Equipment
UASI,3560,Manufacturing,Industrial Machinery & Equipment
IMNT,7370,Services,Business Services
ENV,9431,Public Administration,
IMSC,3820,Manufacturing,Instruments & Related Products
MASK,3220,Manufacturing,"Stone, Clay & Glass Products"
RFMC,8740,Services,Engineering & Management Services
MSFI,6140,"Finance, Insurance & Real Estate",Credit Agencies
MAIN,5812,Retail Trade,Eating & Drinking Places
UNSN,7370,Services,Business Services
CPG,4931,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
ACNTF,7370,Services,Business Services
EZM,3841,Manufacturing,Instruments & Related Products
BLM,2834,Manufacturing,Chemicals
CSIS,7370,Services,Business Services
MNMD,3840,Manufacturing,Instruments & Related Products
DAY,1041,Mining,Metal Mining
DLBI,1310,Mining,Oil & Gas Extraction
RSIS,3570,Manufacturing,Industrial Machinery & Equipment
TAGS,5130,Wholesale Trade,Wholesale Trade - Nondurable Goods
URO,3089,Manufacturing,Rubber & Plastics Products
SIHBF,7011,Services,Hotels & Other Lodging Places
RDHS,5810,Retail Trade,Eating & Drinking Places
CMDA,8710,Services,Engineering & Management Services
VVTV,5961,Retail Trade,Miscellaneous Retail
ALG,3523,Manufacturing,Industrial Machinery & Equipment
RL,7011,Services,Hotels & Other Lodging Places
RNREF,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
GSES,7373,Services,Business Services
ACRS,7370,Services,Business Services
STE,7389,Services,Business Services
TSMAF,3710,Manufacturing,Transportation Equipment
CBCP,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
WJBS,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
ATEA,7370,Services,Business Services
GUN,3089,Manufacturing,Rubber & Plastics Products
PRCN,3570,Manufacturing,Industrial Machinery & Equipment
MWSS,3550,Manufacturing,Industrial Machinery & Equipment
FGAS,1310,Mining,Oil & Gas Extraction
CORE,8090,Services,Health Services
KERA,3840,Manufacturing,Instruments & Related Products
TLCM,3670,Manufacturing,Electronic & Other Electrical Equipment
CBXC,3570,Manufacturing,Industrial Machinery & Equipment
HURI,2411,Manufacturing,Lumber & Wood Products
FLCN,1380,Mining,Oil & Gas Extraction
USDC,7330,Services,Business Services
ATS,3560,Manufacturing,Industrial Machinery & Equipment
HSVLY,3330,Manufacturing,Primary Metal Industries
AGAM,3570,Manufacturing,Industrial Machinery & Equipment
NAK,7514,Services,Auto Repair & Services
PHNXY,3840,Manufacturing,Instruments & Related Products
ERICY,3660,Manufacturing,Electronic & Other Electrical Equipment
PHHM,1520,Construction,Building Construction
ISA,5411,Retail Trade,Food Stores
CPH,1521,Construction,Building Construction
RON,3530,Manufacturing,Industrial Machinery & Equipment
FBKP,6022,"Finance, Insurance & Real Estate",Banking
FBAR,5650,Retail Trade,Apparel & Accessory Stores
ONTC,7370,Services,Business Services
ONSI,3660,Manufacturing,Electronic & Other Electrical Equipment
VETS,740,"Agriculture, Forestry & Fishing",Agricultural Services
ACRT,6150,"Finance, Insurance & Real Estate",Credit Agencies
SFLX,7370,Services,Business Services
INBI,6710,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SQNA,8730,Services,Engineering & Management Services
BDY,5122,Wholesale Trade,Wholesale Trade - Nondurable Goods
ADVT,2835,Manufacturing,Chemicals
GLCCF,2750,Manufacturing,Printing & Publishing
JACC,6140,"Finance, Insurance & Real Estate",Credit Agencies
GTRO,6792,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CFB,6036,"Finance, Insurance & Real Estate",Banking
UACA,6140,"Finance, Insurance & Real Estate",Credit Agencies
PRSW,7370,Services,Business Services
OSTC,5040,Wholesale Trade,Wholesale Trade - Durable Goods
CPDN,6324,"Finance, Insurance & Real Estate",Insurance Carriers
LRCI,7380,Services,Business Services
LVNTF,7920,Services,Amusement & Recreation
OWEN,8740,Services,Engineering & Management Services
STER,8090,Services,Health Services
TSBS,6030,"Finance, Insurance & Real Estate",Banking
IJL,6211,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
RWTI,6790,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
NMFS,7370,Services,Business Services
AMIE,4720,"Transportation, Communications & Utilities",Transportation
DIST,5190,Wholesale Trade,Wholesale Trade - Nondurable Goods
ACA,2873,Manufacturing,Chemicals
THS,3829,Manufacturing,Instruments & Related Products
MOOV,7840,Services,Motion Pictures
SUMT,7370,Services,Business Services
CMDL,3661,Manufacturing,Electronic & Other Electrical Equipment
CHRB,5085,Wholesale Trade,Wholesale Trade - Durable Goods
IBIN,2020,Manufacturing,Food & Kindred Products
NPCI,5812,Retail Trade,Eating & Drinking Places
NORPY,1040,Mining,Metal Mining
USAD,2840,Manufacturing,Chemicals
TRDX,3670,Manufacturing,Electronic & Other Electrical Equipment
TRPC,7350,Services,Business Services
PHKW,1380,Mining,Oil & Gas Extraction
WFSI,6140,"Finance, Insurance & Real Estate",Credit Agencies
USBR,1700,Construction,Special Trade Contractors
NSCP,7370,Services,Business Services
IIG,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
VFI,3578,Manufacturing,Industrial Machinery & Equipment
AMED,8080,Services,Health Services
OO,3851,Manufacturing,Instruments & Related Products
UCR,3624,Manufacturing,Electronic & Other Electrical Equipment
ANSN,2830,Manufacturing,Chemicals
CCAI,8050,Services,Health Services
SWG,3949,Manufacturing,Miscellaneous Manufacturing
PUDG,5820,Retail Trade,Eating & Drinking Places
VMAX,3570,Manufacturing,Industrial Machinery & Equipment
GOLDF,1040,Mining,Metal Mining
